case_id,citizen_id,agency_id,case_type,status,opened_at
CASE-11564,CIT-09980,AGY-011,zoning_variance,under_review,2026-02-22
CASE-11565,CIT-01558,AGY-034,permit_review,open,2026-02-20
CASE-11566,CIT-01179,AGY-009,benefit_application,under_review,2026-07-12
CASE-11567,CIT-07069,AGY-049,zoning_variance,open,2026-02-04
CASE-11568,CIT-07242,AGY-034,zoning_variance,pending_decision,2026-01-19
CASE-11569,CIT-03994,AGY-016,license_renewal,under_review,2026-02-10
CASE-11570,CIT-05826,AGY-020,permit_review,closed,2026-03-11
CASE-11571,CIT-01761,AGY-008,license_renewal,open,2026-05-12
CASE-11572,CIT-00539,AGY-050,zoning_variance,under_review,2026-07-12
CASE-11573,CIT-09924,AGY-030,zoning_variance,closed,2026-03-03
CASE-11574,CIT-06083,AGY-005,zoning_variance,open,2026-03-06
CASE-11575,CIT-00397,AGY-006,license_renewal,closed,2026-06-08
CASE-11576,CIT-06583,AGY-032,benefit_application,closed,2026-04-11
CASE-11577,CIT-05504,AGY-008,zoning_variance,closed,2026-06-28
CASE-11578,CIT-09761,AGY-011,permit_review,under_review,2026-03-18
CASE-11579,CIT-05309,AGY-017,license_renewal,open,2026-07-09
CASE-11580,CIT-00516,AGY-050,license_renewal,pending_decision,2026-05-22
CASE-11581,CIT-09435,AGY-048,license_renewal,open,2026-01-10
CASE-11582,CIT-01031,AGY-030,zoning_variance,pending_decision,2026-02-13
CASE-11583,CIT-08757,AGY-046,permit_review,open,2026-07-05
CASE-11584,CIT-00526,AGY-011,zoning_variance,open,2026-01-03
CASE-11585,CIT-07650,AGY-042,benefit_application,under_review,2026-08-13
CASE-11586,CIT-06570,AGY-001,benefit_application,closed,2026-03-04
CASE-11587,CIT-02410,AGY-040,benefit_application,open,2026-07-08
CASE-11588,CIT-09406,AGY-034,zoning_variance,pending_decision,2026-06-24
CASE-11589,CIT-05912,AGY-021,zoning_variance,under_review,2026-03-21
CASE-11590,CIT-03545,AGY-039,zoning_variance,open,2026-04-27
CASE-11591,CIT-05875,AGY-042,permit_review,closed,2026-02-19
CASE-11592,CIT-09728,AGY-023,zoning_variance,open,2026-08-09
CASE-11593,CIT-04870,AGY-015,zoning_variance,open,2026-02-26
CASE-11594,CIT-06577,AGY-040,license_renewal,under_review,2026-02-15
CASE-11595,CIT-02968,AGY-029,benefit_application,open,2026-07-20
CASE-11596,CIT-00800,AGY-040,benefit_application,closed,2026-03-14
CASE-11597,CIT-06831,AGY-022,permit_review,open,2026-01-10
CASE-11598,CIT-06765,AGY-038,zoning_variance,closed,2026-04-04
CASE-11599,CIT-06791,AGY-029,license_renewal,closed,2026-01-09
CASE-11600,CIT-02761,AGY-028,benefit_application,under_review,2026-03-18
CASE-11601,CIT-06720,AGY-032,permit_review,under_review,2026-07-27
CASE-11602,CIT-03025,AGY-046,permit_review,closed,2026-03-04
CASE-11603,CIT-02885,AGY-007,zoning_variance,under_review,2026-08-15
CASE-11604,CIT-01942,AGY-001,permit_review,open,2026-01-27
CASE-11605,CIT-07614,AGY-030,permit_review,pending_decision,2026-05-23
CASE-11606,CIT-05524,AGY-003,permit_review,closed,2026-01-13
CASE-11607,CIT-03221,AGY-046,license_renewal,pending_decision,2026-02-11
CASE-11608,CIT-05864,AGY-029,permit_review,closed,2026-03-18
CASE-11609,CIT-00164,AGY-034,permit_review,open,2026-04-24
CASE-11610,CIT-05190,AGY-019,zoning_variance,pending_decision,2026-03-11
CASE-11611,CIT-07428,AGY-021,license_renewal,closed,2026-04-15
CASE-11612,CIT-06336,AGY-035,license_renewal,under_review,2026-06-22
CASE-11613,CIT-04790,AGY-003,benefit_application,under_review,2026-08-07
CASE-11614,CIT-08838,AGY-002,zoning_variance,closed,2026-01-06
CASE-11615,CIT-06323,AGY-041,benefit_application,closed,2026-08-10
CASE-11616,CIT-01266,AGY-038,zoning_variance,closed,2026-08-20
CASE-11617,CIT-07268,AGY-047,zoning_variance,open,2026-03-25
CASE-11618,CIT-08806,AGY-016,benefit_application,pending_decision,2026-06-09
CASE-11619,CIT-03219,AGY-013,license_renewal,open,2026-01-02
CASE-11620,CIT-05880,AGY-001,zoning_variance,pending_decision,2026-08-23
CASE-11621,CIT-04712,AGY-039,license_renewal,closed,2026-02-26
CASE-11622,CIT-02630,AGY-013,permit_review,pending_decision,2026-04-27
CASE-11623,CIT-08652,AGY-040,permit_review,closed,2026-07-26
CASE-11624,CIT-01141,AGY-013,permit_review,pending_decision,2026-04-20
CASE-11625,CIT-02893,AGY-026,license_renewal,under_review,2026-06-18
CASE-11626,CIT-01358,AGY-011,permit_review,open,2026-08-18
CASE-11627,CIT-02850,AGY-008,license_renewal,closed,2026-04-28
CASE-11628,CIT-07859,AGY-012,license_renewal,open,2026-08-14
CASE-11629,CIT-03852,AGY-041,benefit_application,closed,2026-06-17
CASE-11630,CIT-08069,AGY-044,benefit_application,closed,2026-05-05
CASE-11631,CIT-07475,AGY-046,license_renewal,open,2026-02-20
CASE-11632,CIT-03417,AGY-034,zoning_variance,closed,2026-04-03
CASE-11633,CIT-00727,AGY-005,zoning_variance,under_review,2026-03-18
CASE-11634,CIT-02830,AGY-033,zoning_variance,closed,2026-03-21
CASE-11635,CIT-08784,AGY-041,benefit_application,open,2026-08-16
CASE-11636,CIT-02526,AGY-004,zoning_variance,under_review,2026-07-05
CASE-11637,CIT-05019,AGY-037,benefit_application,closed,2026-02-11
CASE-11638,CIT-08875,AGY-044,zoning_variance,closed,2026-08-25
CASE-11639,CIT-02918,AGY-030,license_renewal,pending_decision,2026-05-07
CASE-11640,CIT-01814,AGY-045,license_renewal,open,2026-08-19
CASE-11641,CIT-04727,AGY-002,permit_review,closed,2026-06-08
CASE-11642,CIT-06416,AGY-035,benefit_application,closed,2026-07-14
CASE-11643,CIT-05885,AGY-024,license_renewal,under_review,2026-01-11
CASE-11644,CIT-07394,AGY-027,benefit_application,open,2026-03-11
CASE-11645,CIT-09712,AGY-017,license_renewal,under_review,2026-02-06
CASE-11646,CIT-09140,AGY-015,permit_review,open,2026-06-04
CASE-11647,CIT-03127,AGY-027,benefit_application,under_review,2026-06-26
CASE-11648,CIT-03649,AGY-037,license_renewal,open,2026-08-22
CASE-11649,CIT-00445,AGY-018,benefit_application,under_review,2026-08-27
CASE-11650,CIT-00582,AGY-036,benefit_application,open,2026-06-19
CASE-11651,CIT-00796,AGY-048,license_renewal,pending_decision,2026-08-02
CASE-11652,CIT-09258,AGY-014,zoning_variance,pending_decision,2026-03-09
CASE-11653,CIT-00584,AGY-039,benefit_application,closed,2026-08-05
CASE-11654,CIT-01697,AGY-030,benefit_application,closed,2026-02-27
CASE-11655,CIT-06266,AGY-020,license_renewal,open,2026-01-19
CASE-11656,CIT-00096,AGY-033,permit_review,open,2026-01-24
CASE-11657,CIT-09133,AGY-026,license_renewal,open,2026-06-27
CASE-11658,CIT-06025,AGY-022,benefit_application,open,2026-07-22
CASE-11659,CIT-09311,AGY-003,benefit_application,open,2026-04-15
CASE-11660,CIT-09334,AGY-044,permit_review,closed,2026-07-11
CASE-11661,CIT-09772,AGY-029,license_renewal,open,2026-08-12
CASE-11662,CIT-07683,AGY-004,license_renewal,under_review,2026-03-22
CASE-11663,CIT-08920,AGY-025,benefit_application,closed,2026-08-06
CASE-11664,CIT-09331,AGY-044,license_renewal,pending_decision,2026-07-23
CASE-11665,CIT-06754,AGY-002,permit_review,closed,2026-07-21
CASE-11666,CIT-05018,AGY-003,benefit_application,under_review,2026-01-25
CASE-11667,CIT-05591,AGY-014,benefit_application,under_review,2026-08-15
CASE-11668,CIT-08079,AGY-045,license_renewal,closed,2026-02-12
CASE-11669,CIT-09289,AGY-005,license_renewal,pending_decision,2026-06-23
CASE-11670,CIT-09127,AGY-011,permit_review,open,2026-06-24
CASE-11671,CIT-08872,AGY-022,permit_review,under_review,2026-04-28
CASE-11672,CIT-06240,AGY-026,permit_review,under_review,2026-04-16
CASE-11673,CIT-00396,AGY-028,license_renewal,closed,2026-04-26
CASE-11674,CIT-08453,AGY-003,license_renewal,under_review,2026-05-12
CASE-11675,CIT-07751,AGY-011,benefit_application,pending_decision,2026-03-23
CASE-11676,CIT-04051,AGY-002,license_renewal,closed,2026-08-06
CASE-11677,CIT-09144,AGY-023,zoning_variance,closed,2026-02-21
CASE-11678,CIT-06557,AGY-008,license_renewal,closed,2026-02-04
CASE-11679,CIT-02726,AGY-013,benefit_application,under_review,2026-07-28
CASE-11680,CIT-00725,AGY-041,zoning_variance,closed,2026-01-23
CASE-11681,CIT-00702,AGY-029,zoning_variance,pending_decision,2026-07-03
CASE-11682,CIT-01011,AGY-027,zoning_variance,under_review,2026-02-06
CASE-11683,CIT-07562,AGY-026,permit_review,closed,2026-07-08
CASE-11684,CIT-09983,AGY-009,permit_review,closed,2026-03-06
CASE-11685,CIT-06021,AGY-029,permit_review,under_review,2026-02-06
CASE-11686,CIT-08165,AGY-024,license_renewal,open,2026-04-20
CASE-11687,CIT-00306,AGY-003,permit_review,under_review,2026-05-13
CASE-11688,CIT-04161,AGY-042,zoning_variance,open,2026-05-28
CASE-11689,CIT-07545,AGY-021,zoning_variance,open,2026-02-06
CASE-11690,CIT-03540,AGY-047,zoning_variance,open,2026-02-10
CASE-11691,CIT-07448,AGY-004,license_renewal,open,2026-02-14
CASE-11692,CIT-01446,AGY-018,license_renewal,closed,2026-02-10
CASE-11693,CIT-01221,AGY-009,permit_review,open,2026-01-04
CASE-11694,CIT-03336,AGY-010,permit_review,under_review,2026-07-17
CASE-11695,CIT-07020,AGY-005,license_renewal,under_review,2026-01-15
CASE-11696,CIT-08507,AGY-015,zoning_variance,pending_decision,2026-05-08
CASE-11697,CIT-08625,AGY-038,benefit_application,closed,2026-04-03
CASE-11698,CIT-00183,AGY-002,permit_review,open,2026-03-20
CASE-11699,CIT-07445,AGY-025,permit_review,open,2026-03-09
CASE-11700,CIT-04124,AGY-004,permit_review,pending_decision,2026-01-14
CASE-11701,CIT-01241,AGY-011,benefit_application,under_review,2026-04-13
CASE-11702,CIT-09515,AGY-039,zoning_variance,pending_decision,2026-08-06
CASE-11703,CIT-00885,AGY-015,zoning_variance,pending_decision,2026-08-21
CASE-11704,CIT-01791,AGY-009,benefit_application,pending_decision,2026-02-15
CASE-11705,CIT-07167,AGY-035,zoning_variance,closed,2026-08-19
CASE-11706,CIT-02055,AGY-029,permit_review,pending_decision,2026-04-07
CASE-11707,CIT-04898,AGY-039,benefit_application,under_review,2026-08-22
CASE-11708,CIT-01959,AGY-002,zoning_variance,under_review,2026-05-24
CASE-11709,CIT-05933,AGY-034,zoning_variance,pending_decision,2026-08-25
CASE-11710,CIT-03219,AGY-004,zoning_variance,open,2026-03-13
CASE-11711,CIT-00534,AGY-027,permit_review,closed,2026-01-25
CASE-11712,CIT-02792,AGY-006,zoning_variance,open,2026-01-18
CASE-11713,CIT-01641,AGY-017,benefit_application,under_review,2026-08-05
CASE-11714,CIT-02112,AGY-014,license_renewal,closed,2026-05-11
CASE-11715,CIT-08520,AGY-020,permit_review,closed,2026-05-27
CASE-11716,CIT-06436,AGY-040,zoning_variance,pending_decision,2026-08-10
CASE-11717,CIT-06641,AGY-007,benefit_application,under_review,2026-04-05
CASE-11718,CIT-04403,AGY-006,license_renewal,under_review,2026-08-19
CASE-11719,CIT-03425,AGY-036,zoning_variance,closed,2026-03-15
CASE-11720,CIT-00344,AGY-018,license_renewal,open,2026-07-15
CASE-11721,CIT-06574,AGY-044,license_renewal,pending_decision,2026-05-24
CASE-11722,CIT-03053,AGY-001,permit_review,under_review,2026-05-05
CASE-11723,CIT-01421,AGY-031,permit_review,closed,2026-08-20
CASE-11724,CIT-01494,AGY-031,permit_review,open,2026-06-01
CASE-11725,CIT-00811,AGY-005,license_renewal,pending_decision,2026-01-12
CASE-11726,CIT-08472,AGY-047,license_renewal,under_review,2026-04-04
CASE-11727,CIT-04025,AGY-023,zoning_variance,pending_decision,2026-06-04
CASE-11728,CIT-04718,AGY-010,zoning_variance,pending_decision,2026-01-03
CASE-11729,CIT-04440,AGY-043,benefit_application,under_review,2026-07-05
CASE-11730,CIT-00931,AGY-001,benefit_application,closed,2026-04-03
CASE-11731,CIT-06833,AGY-011,benefit_application,closed,2026-02-21
CASE-11732,CIT-00636,AGY-040,zoning_variance,open,2026-06-03
CASE-11733,CIT-00907,AGY-042,benefit_application,open,2026-08-17
CASE-11734,CIT-02427,AGY-005,license_renewal,under_review,2026-03-25
CASE-11735,CIT-07081,AGY-048,benefit_application,closed,2026-06-13
CASE-11736,CIT-00156,AGY-038,permit_review,under_review,2026-07-11
CASE-11737,CIT-00158,AGY-049,benefit_application,under_review,2026-03-05
CASE-11738,CIT-00679,AGY-006,zoning_variance,pending_decision,2026-06-22
CASE-11739,CIT-00835,AGY-009,license_renewal,pending_decision,2026-07-10
CASE-11740,CIT-04684,AGY-035,zoning_variance,under_review,2026-07-11
CASE-11741,CIT-02713,AGY-013,license_renewal,open,2026-06-16
CASE-11742,CIT-02660,AGY-037,permit_review,under_review,2026-05-28
CASE-11743,CIT-09051,AGY-045,zoning_variance,under_review,2026-04-09
CASE-11744,CIT-01522,AGY-028,permit_review,open,2026-08-24
CASE-11745,CIT-00673,AGY-029,zoning_variance,open,2026-04-16
CASE-11746,CIT-01759,AGY-013,license_renewal,open,2026-08-14
CASE-11747,CIT-02701,AGY-040,license_renewal,under_review,2026-08-12
CASE-11748,CIT-03440,AGY-006,permit_review,closed,2026-04-06
CASE-11749,CIT-09110,AGY-019,permit_review,under_review,2026-02-02
CASE-11750,CIT-01874,AGY-026,license_renewal,open,2026-07-03
CASE-11751,CIT-03618,AGY-042,benefit_application,pending_decision,2026-01-04
CASE-11752,CIT-03411,AGY-019,license_renewal,open,2026-02-07
CASE-11753,CIT-08253,AGY-047,zoning_variance,pending_decision,2026-02-07
CASE-11754,CIT-06794,AGY-015,benefit_application,pending_decision,2026-08-28
CASE-11755,CIT-00409,AGY-009,benefit_application,pending_decision,2026-03-23
CASE-11756,CIT-08337,AGY-007,benefit_application,closed,2026-03-01
CASE-11757,CIT-08884,AGY-028,benefit_application,closed,2026-08-21
CASE-11758,CIT-05638,AGY-015,benefit_application,pending_decision,2026-06-07
CASE-11759,CIT-03440,AGY-031,zoning_variance,under_review,2026-02-05
CASE-11760,CIT-04402,AGY-006,permit_review,open,2026-03-28
CASE-11761,CIT-03694,AGY-049,permit_review,under_review,2026-08-27
CASE-11762,CIT-08987,AGY-021,permit_review,closed,2026-05-11
CASE-11763,CIT-04548,AGY-013,license_renewal,under_review,2026-01-01
CASE-11764,CIT-04693,AGY-037,benefit_application,open,2026-07-06
CASE-11765,CIT-03741,AGY-033,benefit_application,open,2026-01-02
CASE-11766,CIT-09149,AGY-021,benefit_application,under_review,2026-06-23
CASE-11767,CIT-00001,AGY-031,permit_review,under_review,2026-07-02
CASE-11768,CIT-08208,AGY-022,zoning_variance,closed,2026-01-26
CASE-11769,CIT-00446,AGY-037,license_renewal,open,2026-08-22
CASE-11770,CIT-08170,AGY-003,benefit_application,open,2026-07-09
CASE-11771,CIT-00218,AGY-041,benefit_application,pending_decision,2026-04-27
CASE-11772,CIT-09723,AGY-048,zoning_variance,under_review,2026-04-13
CASE-11773,CIT-05977,AGY-045,zoning_variance,open,2026-02-20
CASE-11774,CIT-07921,AGY-037,zoning_variance,pending_decision,2026-04-11
CASE-11775,CIT-03317,AGY-025,benefit_application,closed,2026-02-24
CASE-11776,CIT-04794,AGY-021,benefit_application,under_review,2026-03-14
CASE-11777,CIT-08318,AGY-039,zoning_variance,closed,2026-01-23
CASE-11778,CIT-04399,AGY-040,benefit_application,closed,2026-04-04
CASE-11779,CIT-01596,AGY-043,benefit_application,pending_decision,2026-06-17
CASE-11780,CIT-08533,AGY-013,benefit_application,under_review,2026-03-08
CASE-11781,CIT-00942,AGY-034,license_renewal,under_review,2026-06-20
CASE-11782,CIT-01758,AGY-005,license_renewal,open,2026-07-14
CASE-11783,CIT-04947,AGY-040,benefit_application,open,2026-02-13
CASE-11784,CIT-03507,AGY-016,zoning_variance,pending_decision,2026-08-07
CASE-11785,CIT-07102,AGY-041,permit_review,under_review,2026-05-17
CASE-11786,CIT-06037,AGY-050,permit_review,under_review,2026-01-02
CASE-11787,CIT-02634,AGY-009,zoning_variance,pending_decision,2026-06-15
CASE-11788,CIT-02971,AGY-050,permit_review,open,2026-08-05
CASE-11789,CIT-06745,AGY-030,benefit_application,open,2026-05-06
CASE-11790,CIT-05066,AGY-036,zoning_variance,under_review,2026-03-19
CASE-11791,CIT-06066,AGY-011,zoning_variance,closed,2026-07-05
CASE-11792,CIT-08214,AGY-034,benefit_application,open,2026-07-13
CASE-11793,CIT-03361,AGY-048,permit_review,under_review,2026-04-24
CASE-11794,CIT-02897,AGY-023,zoning_variance,open,2026-07-07
CASE-11795,CIT-00536,AGY-025,benefit_application,open,2026-04-21
CASE-11796,CIT-04459,AGY-014,permit_review,closed,2026-08-13
CASE-11797,CIT-02017,AGY-015,permit_review,under_review,2026-08-07
CASE-11798,CIT-07427,AGY-017,zoning_variance,pending_decision,2026-08-04
CASE-11799,CIT-04945,AGY-003,permit_review,closed,2026-08-22
CASE-11800,CIT-04468,AGY-023,benefit_application,pending_decision,2026-02-08
CASE-11801,CIT-05419,AGY-018,license_renewal,open,2026-07-22
CASE-11802,CIT-04706,AGY-036,permit_review,open,2026-07-18
CASE-11803,CIT-06091,AGY-027,benefit_application,open,2026-05-27
CASE-11804,CIT-09096,AGY-045,license_renewal,under_review,2026-01-20
CASE-11805,CIT-01838,AGY-036,zoning_variance,under_review,2026-03-28
CASE-11806,CIT-04136,AGY-050,zoning_variance,closed,2026-01-19
CASE-11807,CIT-02652,AGY-020,license_renewal,open,2026-03-22
CASE-11808,CIT-09729,AGY-048,permit_review,open,2026-03-05
CASE-11809,CIT-00326,AGY-030,benefit_application,open,2026-08-20
CASE-11810,CIT-08927,AGY-030,benefit_application,open,2026-08-01
CASE-11811,CIT-01066,AGY-021,permit_review,open,2026-01-05
CASE-11812,CIT-01328,AGY-007,zoning_variance,under_review,2026-02-14
CASE-11813,CIT-04189,AGY-039,benefit_application,pending_decision,2026-06-27
CASE-11814,CIT-02007,AGY-004,benefit_application,pending_decision,2026-06-26
CASE-11815,CIT-05474,AGY-029,benefit_application,under_review,2026-04-26
CASE-11816,CIT-08578,AGY-006,permit_review,open,2026-01-15
CASE-11817,CIT-02541,AGY-035,license_renewal,open,2026-07-18
CASE-11818,CIT-07821,AGY-018,benefit_application,closed,2026-05-17
CASE-11819,CIT-09644,AGY-006,zoning_variance,pending_decision,2026-04-20
CASE-11820,CIT-01696,AGY-047,permit_review,pending_decision,2026-03-24
CASE-11821,CIT-00566,AGY-037,license_renewal,closed,2026-01-21
CASE-11822,CIT-07778,AGY-050,benefit_application,closed,2026-08-12
CASE-11823,CIT-05506,AGY-043,license_renewal,open,2026-06-23
CASE-11824,CIT-09364,AGY-010,benefit_application,pending_decision,2026-07-23
CASE-11825,CIT-09175,AGY-021,permit_review,pending_decision,2026-08-07
CASE-11826,CIT-00675,AGY-016,benefit_application,closed,2026-06-24
CASE-11827,CIT-07856,AGY-019,permit_review,under_review,2026-03-05
CASE-11828,CIT-05101,AGY-043,benefit_application,pending_decision,2026-05-18
CASE-11829,CIT-01677,AGY-036,zoning_variance,pending_decision,2026-06-24
CASE-11830,CIT-01433,AGY-048,license_renewal,closed,2026-01-24
CASE-11831,CIT-07770,AGY-012,benefit_application,pending_decision,2026-01-05
CASE-11832,CIT-08959,AGY-035,license_renewal,open,2026-07-28
CASE-11833,CIT-08650,AGY-016,benefit_application,under_review,2026-02-28
CASE-11834,CIT-00730,AGY-013,zoning_variance,closed,2026-08-17
CASE-11835,CIT-01955,AGY-044,license_renewal,pending_decision,2026-03-08
CASE-11836,CIT-05842,AGY-040,benefit_application,pending_decision,2026-02-17
CASE-11837,CIT-09798,AGY-006,zoning_variance,under_review,2026-02-24
CASE-11838,CIT-02757,AGY-045,benefit_application,closed,2026-06-08
CASE-11839,CIT-02311,AGY-048,license_renewal,open,2026-07-05
CASE-11840,CIT-01306,AGY-032,zoning_variance,under_review,2026-05-09
CASE-11841,CIT-04108,AGY-020,zoning_variance,pending_decision,2026-01-14
CASE-11842,CIT-00891,AGY-004,benefit_application,pending_decision,2026-04-26
CASE-11843,CIT-00688,AGY-049,permit_review,under_review,2026-07-17
CASE-11844,CIT-07530,AGY-020,permit_review,open,2026-01-11
CASE-11845,CIT-05537,AGY-024,zoning_variance,open,2026-05-18
CASE-11846,CIT-02215,AGY-049,zoning_variance,pending_decision,2026-03-12
CASE-11847,CIT-06490,AGY-011,permit_review,closed,2026-06-23
CASE-11848,CIT-09231,AGY-001,benefit_application,closed,2026-08-07
CASE-11849,CIT-04492,AGY-041,zoning_variance,under_review,2026-08-05
CASE-11850,CIT-01442,AGY-001,license_renewal,closed,2026-03-10
CASE-11851,CIT-02047,AGY-045,benefit_application,pending_decision,2026-05-23
CASE-11852,CIT-04155,AGY-048,license_renewal,open,2026-01-08
CASE-11853,CIT-03374,AGY-050,zoning_variance,under_review,2026-04-01
CASE-11854,CIT-06395,AGY-048,zoning_variance,pending_decision,2026-02-20
CASE-11855,CIT-07911,AGY-010,permit_review,under_review,2026-03-04
CASE-11856,CIT-03797,AGY-029,permit_review,pending_decision,2026-02-03
CASE-11857,CIT-01988,AGY-023,permit_review,open,2026-01-18
